,date,name,scaled,scaled_day_1,scaled_day_2,scaled_day_3,scaled_day_4,scaled_day_5,scaled_day_6,scaled_day_7,scaled_day_8,scaled_day_9,scaled_day_10,scaled_day_11,scaled_day_12,scaled_day_13,scaled_day_14
1135,2015-07-09,netflix,43.31,43.92,44.53,47.58,56.73,57.6,53.12000000000001,48.0,46.72,44.8,46.72,64.0,56.07,45.99,45.99
1141,2015-07-10,netflix,45.75,43.31,43.92,44.53,47.58,56.73,57.6,53.12000000000001,48.0,46.72,44.8,46.72,64.0,56.07,45.99
1147,2015-07-11,netflix,53.07,45.75,43.31,43.92,44.53,47.58,56.73,57.6,53.12000000000001,48.0,46.72,44.8,46.72,64.0,56.07
1153,2015-07-12,netflix,57.66,53.07,45.75,43.31,43.92,44.53,47.58,56.73,57.6,53.12000000000001,48.0,46.72,44.8,46.72,64.0
1159,2015-07-13,netflix,45.88,57.66,53.07,45.75,43.31,43.92,44.53,47.58,56.73,57.6,53.12000000000001,48.0,46.72,44.8,46.72
1165,2015-07-14,netflix,44.64,45.88,57.66,53.07,45.75,43.31,43.92,44.53,47.58,56.73,57.6,53.12000000000001,48.0,46.72,44.8
1171,2015-07-15,netflix,44.02,44.64,45.88,57.66,53.07,45.75,43.31,43.92,44.53,47.58,56.73,57.6,53.12000000000001,48.0,46.72
1177,2015-07-16,netflix,45.88,44.02,44.64,45.88,57.66,53.07,45.75,43.31,43.92,44.53,47.58,56.73,57.6,53.12000000000001,48.0
1183,2015-07-17,netflix,46.5,45.88,44.02,44.64,45.88,57.66,53.07,45.75,43.31,43.92,44.53,47.58,56.73,57.6,53.12000000000001
1189,2015-07-18,netflix,57.04,46.5,45.88,44.02,44.64,45.88,57.66,53.07,45.75,43.31,43.92,44.53,47.58,56.73,57.6
1195,2015-07-19,netflix,61.0,57.04,46.5,45.88,44.02,44.64,45.88,57.66,53.07,45.75,43.31,43.92,44.53,47.58,56.73
1201,2015-07-20,netflix,45.14,61.0,57.04,46.5,45.88,44.02,44.64,45.88,57.66,53.07,45.75,43.31,43.92,44.53,47.58
1207,2015-07-21,netflix,42.09,45.14,61.0,57.04,46.5,45.88,44.02,44.64,45.88,57.66,53.07,45.75,43.31,43.92,44.53
1213,2015-07-22,netflix,42.09,42.09,45.14,61.0,57.04,46.5,45.88,44.02,44.64,45.88,57.66,53.07,45.75,43.31,43.92
1219,2015-07-23,netflix,43.31,42.09,42.09,45.14,61.0,57.04,46.5,45.88,44.02,44.64,45.88,57.66,53.07,45.75,43.31
1225,2015-07-24,netflix,43.31,43.31,42.09,42.09,45.14,61.0,57.04,46.5,45.88,44.02,44.64,45.88,57.66,53.07,45.75
1231,2015-07-25,netflix,52.46,43.31,43.31,42.09,42.09,45.14,61.0,57.04,46.5,45.88,44.02,44.64,45.88,57.66,53.07
1237,2015-07-26,netflix,58.28,52.46,43.31,43.31,42.09,42.09,45.14,61.0,57.04,46.5,45.88,44.02,44.64,45.88,57.66
1243,2015-07-27,netflix,45.88,58.28,52.46,43.31,43.31,42.09,42.09,45.14,61.0,57.04,46.5,45.88,44.02,44.64,45.88
1249,2015-07-28,netflix,44.02,45.88,58.28,52.46,43.31,43.31,42.09,42.09,45.14,61.0,57.04,46.5,45.88,44.02,44.64
1255,2015-07-29,netflix,43.4,44.02,45.88,58.28,52.46,43.31,43.31,42.09,42.09,45.14,61.0,57.04,46.5,45.88,44.02
1261,2015-07-30,netflix,42.78,43.4,44.02,45.88,58.28,52.46,43.31,43.31,42.09,42.09,45.14,61.0,57.04,46.5,45.88
1267,2015-07-31,netflix,45.26,42.78,43.4,44.02,45.88,58.28,52.46,43.31,43.31,42.09,42.09,45.14,61.0,57.04,46.5
1273,2015-08-01,netflix,54.56,45.26,42.78,43.4,44.02,45.88,58.28,52.46,43.31,43.31,42.09,42.09,45.14,61.0,57.04
1279,2015-08-02,netflix,55.51,54.56,45.26,42.78,43.4,44.02,45.88,58.28,52.46,43.31,43.31,42.09,42.09,45.14,61.0
1285,2015-08-03,netflix,44.53,55.51,54.56,45.26,42.78,43.4,44.02,45.88,58.28,52.46,43.31,43.31,42.09,42.09,45.14
1291,2015-08-04,netflix,42.7,44.53,55.51,54.56,45.26,42.78,43.4,44.02,45.88,58.28,52.46,43.31,43.31,42.09,42.09
1297,2015-08-05,netflix,46.36,42.7,44.53,55.51,54.56,45.26,42.78,43.4,44.02,45.88,58.28,52.46,43.31,43.31,42.09
1303,2015-08-06,netflix,42.09,46.36,42.7,44.53,55.51,54.56,45.26,42.78,43.4,44.02,45.88,58.28,52.46,43.31,43.31
1309,2015-08-07,netflix,41.48,42.09,46.36,42.7,44.53,55.51,54.56,45.26,42.78,43.4,44.02,45.88,58.28,52.46,43.31
1315,2015-08-08,netflix,52.46,41.48,42.09,46.36,42.7,44.53,55.51,54.56,45.26,42.78,43.4,44.02,45.88,58.28,52.46
1321,2015-08-09,netflix,56.12,52.46,41.48,42.09,46.36,42.7,44.53,55.51,54.56,45.26,42.78,43.4,44.02,45.88,58.28
1327,2015-08-10,netflix,43.92,56.12,52.46,41.48,42.09,46.36,42.7,44.53,55.51,54.56,45.26,42.78,43.4,44.02,45.88
1333,2015-08-11,netflix,43.92,43.92,56.12,52.46,41.48,42.09,46.36,42.7,44.53,55.51,54.56,45.26,42.78,43.4,44.02
1339,2015-08-12,netflix,42.09,43.92,43.92,56.12,52.46,41.48,42.09,46.36,42.7,44.53,55.51,54.56,45.26,42.78,43.4
1345,2015-08-13,netflix,40.87,42.09,43.92,43.92,56.12,52.46,41.48,42.09,46.36,42.7,44.53,55.51,54.56,45.26,42.78
1351,2015-08-14,netflix,41.48,40.87,42.09,43.92,43.92,56.12,52.46,41.48,42.09,46.36,42.7,44.53,55.51,54.56,45.26
1357,2015-08-15,netflix,51.85,41.48,40.87,42.09,43.92,43.92,56.12,52.46,41.48,42.09,46.36,42.7,44.53,55.51,54.56
1363,2015-08-16,netflix,56.4,51.85,41.48,40.87,42.09,43.92,43.92,56.12,52.46,41.48,42.09,46.36,42.7,44.53,55.51
1369,2015-08-17,netflix,43.2,56.4,51.85,41.48,40.87,42.09,43.92,43.92,56.12,52.46,41.48,42.09,46.36,42.7,44.53
1375,2015-08-18,netflix,40.8,43.2,56.4,51.85,41.48,40.87,42.09,43.92,43.92,56.12,52.46,41.48,42.09,46.36,42.7
1381,2015-08-19,netflix,40.2,40.8,43.2,56.4,51.85,41.48,40.87,42.09,43.92,43.92,56.12,52.46,41.48,42.09,46.36
1387,2015-08-20,netflix,40.8,40.2,40.8,43.2,56.4,51.85,41.48,40.87,42.09,43.92,43.92,56.12,52.46,41.48,42.09
1393,2015-08-21,netflix,42.6,40.8,40.2,40.8,43.2,56.4,51.85,41.48,40.87,42.09,43.92,43.92,56.12,52.46,41.48
1399,2015-08-22,netflix,53.4,42.6,40.8,40.2,40.8,43.2,56.4,51.85,41.48,40.87,42.09,43.92,43.92,56.12,52.46
1405,2015-08-23,netflix,60.39,53.4,42.6,40.8,40.2,40.8,43.2,56.4,51.85,41.48,40.87,42.09,43.92,43.92,56.12
1411,2015-08-24,netflix,42.7,60.39,53.4,42.6,40.8,40.2,40.8,43.2,56.4,51.85,41.48,40.87,42.09,43.92,43.92
1417,2015-08-25,netflix,40.87,42.7,60.39,53.4,42.6,40.8,40.2,40.8,43.2,56.4,51.85,41.48,40.87,42.09,43.92
1423,2015-08-26,netflix,39.65,40.87,42.7,60.39,53.4,42.6,40.8,40.2,40.8,43.2,56.4,51.85,41.48,40.87,42.09
1429,2015-08-27,netflix,40.26,39.65,40.87,42.7,60.39,53.4,42.6,40.8,40.2,40.8,43.2,56.4,51.85,41.48,40.87
1435,2015-08-28,netflix,43.92,40.26,39.65,40.87,42.7,60.39,53.4,42.6,40.8,40.2,40.8,43.2,56.4,51.85,41.48
1441,2015-08-29,netflix,58.56,43.92,40.26,39.65,40.87,42.7,60.39,53.4,42.6,40.8,40.2,40.8,43.2,56.4,51.85
1447,2015-08-30,netflix,62.0,58.56,43.92,40.26,39.65,40.87,42.7,60.39,53.4,42.6,40.8,40.2,40.8,43.2,56.4
1453,2015-08-31,netflix,44.64,62.0,58.56,43.92,40.26,39.65,40.87,42.7,60.39,53.4,42.6,40.8,40.2,40.8,43.2
1459,2015-09-01,netflix,44.02,44.64,62.0,58.56,43.92,40.26,39.65,40.87,42.7,60.39,53.4,42.6,40.8,40.2,40.8
1465,2015-09-02,netflix,42.78,44.02,44.64,62.0,58.56,43.92,40.26,39.65,40.87,42.7,60.39,53.4,42.6,40.8,40.2
1471,2015-09-03,netflix,40.92,42.78,44.02,44.64,62.0,58.56,43.92,40.26,39.65,40.87,42.7,60.39,53.4,42.6,40.8
1477,2015-09-04,netflix,42.16,40.92,42.78,44.02,44.64,62.0,58.56,43.92,40.26,39.65,40.87,42.7,60.39,53.4,42.6
1483,2015-09-05,netflix,55.8,42.16,40.92,42.78,44.02,44.64,62.0,58.56,43.92,40.26,39.65,40.87,42.7,60.39,53.4
1489,2015-09-06,netflix,59.52,55.8,42.16,40.92,42.78,44.02,44.64,62.0,58.56,43.92,40.26,39.65,40.87,42.7,60.39
1495,2015-09-07,netflix,62.0,59.52,55.8,42.16,40.92,42.78,44.02,44.64,62.0,58.56,43.92,40.26,39.65,40.87,42.7
1501,2015-09-08,netflix,43.4,62.0,59.52,55.8,42.16,40.92,42.78,44.02,44.64,62.0,58.56,43.92,40.26,39.65,40.87
1507,2015-09-09,netflix,39.68,43.4,62.0,59.52,55.8,42.16,40.92,42.78,44.02,44.64,62.0,58.56,43.92,40.26,39.65
1513,2015-09-10,netflix,39.68,39.68,43.4,62.0,59.52,55.8,42.16,40.92,42.78,44.02,44.64,62.0,58.56,43.92,40.26
1519,2015-09-11,netflix,40.92,39.68,39.68,43.4,62.0,59.52,55.8,42.16,40.92,42.78,44.02,44.64,62.0,58.56,43.92
1525,2015-09-12,netflix,56.42,40.92,39.68,39.68,43.4,62.0,59.52,55.8,42.16,40.92,42.78,44.02,44.64,62.0,58.56
1531,2015-09-13,netflix,50.40000000000001,56.42,40.92,39.68,39.68,43.4,62.0,59.52,55.8,42.16,40.92,42.78,44.02,44.64,62.0
1537,2015-09-14,netflix,35.84,50.40000000000001,56.42,40.92,39.68,39.68,43.4,62.0,59.52,55.8,42.16,40.92,42.78,44.02,44.64
1543,2015-09-15,netflix,33.6,35.84,50.40000000000001,56.42,40.92,39.68,39.68,43.4,62.0,59.52,55.8,42.16,40.92,42.78,44.02
1549,2015-09-16,netflix,35.84,33.6,35.84,50.40000000000001,56.42,40.92,39.68,39.68,43.4,62.0,59.52,55.8,42.16,40.92,42.78
1555,2015-09-17,netflix,33.040000000000006,35.84,33.6,35.84,50.40000000000001,56.42,40.92,39.68,39.68,43.4,62.0,59.52,55.8,42.16,40.92
1561,2015-09-18,netflix,37.52,33.040000000000006,35.84,33.6,35.84,50.40000000000001,56.42,40.92,39.68,39.68,43.4,62.0,59.52,55.8,42.16
1567,2015-09-19,netflix,52.64000000000001,37.52,33.040000000000006,35.84,33.6,35.84,50.40000000000001,56.42,40.92,39.68,39.68,43.4,62.0,59.52,55.8
1573,2015-09-20,netflix,58.41,52.64000000000001,37.52,33.040000000000006,35.84,33.6,35.84,50.40000000000001,56.42,40.92,39.68,39.68,43.4,62.0,59.52
1579,2015-09-21,netflix,40.12,58.41,52.64000000000001,37.52,33.040000000000006,35.84,33.6,35.84,50.40000000000001,56.42,40.92,39.68,39.68,43.4,62.0
1585,2015-09-22,netflix,37.76,40.12,58.41,52.64000000000001,37.52,33.040000000000006,35.84,33.6,35.84,50.40000000000001,56.42,40.92,39.68,39.68,43.4
1591,2015-09-23,netflix,38.94,37.76,40.12,58.41,52.64000000000001,37.52,33.040000000000006,35.84,33.6,35.84,50.40000000000001,56.42,40.92,39.68,39.68
1597,2015-09-24,netflix,37.76,38.94,37.76,40.12,58.41,52.64000000000001,37.52,33.040000000000006,35.84,33.6,35.84,50.40000000000001,56.42,40.92,39.68
1603,2015-09-25,netflix,40.12,37.76,38.94,37.76,40.12,58.41,52.64000000000001,37.52,33.040000000000006,35.84,33.6,35.84,50.40000000000001,56.42,40.92
1609,2015-09-26,netflix,55.46,40.12,37.76,38.94,37.76,40.12,58.41,52.64000000000001,37.52,33.040000000000006,35.84,33.6,35.84,50.40000000000001,56.42
1615,2015-09-27,netflix,58.9,55.46,40.12,37.76,38.94,37.76,40.12,58.41,52.64000000000001,37.52,33.040000000000006,35.84,33.6,35.84,50.40000000000001
1621,2015-09-28,netflix,41.54,58.9,55.46,40.12,37.76,38.94,37.76,40.12,58.41,52.64000000000001,37.52,33.040000000000006,35.84,33.6,35.84
1627,2015-09-29,netflix,42.16,41.54,58.9,55.46,40.12,37.76,38.94,37.76,40.12,58.41,52.64000000000001,37.52,33.040000000000006,35.84,33.6
1633,2015-09-30,netflix,42.78,42.16,41.54,58.9,55.46,40.12,37.76,38.94,37.76,40.12,58.41,52.64000000000001,37.52,33.040000000000006,35.84
1639,2015-10-01,netflix,40.3,42.78,42.16,41.54,58.9,55.46,40.12,37.76,38.94,37.76,40.12,58.41,52.64000000000001,37.52,33.040000000000006
1645,2015-10-02,netflix,45.88,40.3,42.78,42.16,41.54,58.9,55.46,40.12,37.76,38.94,37.76,40.12,58.41,52.64000000000001,37.52
1651,2015-10-03,netflix,62.0,45.88,40.3,42.78,42.16,41.54,58.9,55.46,40.12,37.76,38.94,37.76,40.12,58.41,52.64000000000001
1657,2015-10-04,netflix,57.82,62.0,45.88,40.3,42.78,42.16,41.54,58.9,55.46,40.12,37.76,38.94,37.76,40.12,58.41
1663,2015-10-05,netflix,38.35,57.82,62.0,45.88,40.3,42.78,42.16,41.54,58.9,55.46,40.12,37.76,38.94,37.76,40.12
1669,2015-10-06,netflix,38.94,38.35,57.82,62.0,45.88,40.3,42.78,42.16,41.54,58.9,55.46,40.12,37.76,38.94,37.76
1675,2015-10-07,netflix,36.58,38.94,38.35,57.82,62.0,45.88,40.3,42.78,42.16,41.54,58.9,55.46,40.12,37.76,38.94
1681,2015-10-08,netflix,37.17,36.58,38.94,38.35,57.82,62.0,45.88,40.3,42.78,42.16,41.54,58.9,55.46,40.12,37.76
1687,2015-10-09,netflix,41.89,37.17,36.58,38.94,38.35,57.82,62.0,45.88,40.3,42.78,42.16,41.54,58.9,55.46,40.12
1693,2015-10-10,netflix,52.51,41.89,37.17,36.58,38.94,38.35,57.82,62.0,45.88,40.3,42.78,42.16,41.54,58.9,55.46
1699,2015-10-11,netflix,53.69,52.51,41.89,37.17,36.58,38.94,38.35,57.82,62.0,45.88,40.3,42.78,42.16,41.54,58.9
1705,2015-10-12,netflix,40.71,53.69,52.51,41.89,37.17,36.58,38.94,38.35,57.82,62.0,45.88,40.3,42.78,42.16,41.54
1711,2015-10-13,netflix,35.4,40.71,53.69,52.51,41.89,37.17,36.58,38.94,38.35,57.82,62.0,45.88,40.3,42.78,42.16
1717,2015-10-14,netflix,35.4,35.4,40.71,53.69,52.51,41.89,37.17,36.58,38.94,38.35,57.82,62.0,45.88,40.3,42.78
1723,2015-10-15,netflix,50.15,35.4,35.4,40.71,53.69,52.51,41.89,37.17,36.58,38.94,38.35,57.82,62.0,45.88,40.3
1729,2015-10-16,netflix,38.94,50.15,35.4,35.4,40.71,53.69,52.51,41.89,37.17,36.58,38.94,38.35,57.82,62.0,45.88
1735,2015-10-17,netflix,51.33,38.94,50.15,35.4,35.4,40.71,53.69,52.51,41.89,37.17,36.58,38.94,38.35,57.82,62.0
1741,2015-10-18,netflix,48.40000000000001,51.33,38.94,50.15,35.4,35.4,40.71,53.69,52.51,41.89,37.17,36.58,38.94,38.35,57.82
1747,2015-10-19,netflix,34.65000000000001,48.40000000000001,51.33,38.94,50.15,35.4,35.4,40.71,53.69,52.51,41.89,37.17,36.58,38.94,38.35
1753,2015-10-20,netflix,32.45,34.65000000000001,48.40000000000001,51.33,38.94,50.15,35.4,35.4,40.71,53.69,52.51,41.89,37.17,36.58,38.94
1759,2015-10-21,netflix,33.0,32.45,34.65000000000001,48.40000000000001,51.33,38.94,50.15,35.4,35.4,40.71,53.69,52.51,41.89,37.17,36.58
1765,2015-10-22,netflix,31.9,33.0,32.45,34.65000000000001,48.40000000000001,51.33,38.94,50.15,35.4,35.4,40.71,53.69,52.51,41.89,37.17
1771,2015-10-23,netflix,35.75,31.9,33.0,32.45,34.65000000000001,48.40000000000001,51.33,38.94,50.15,35.4,35.4,40.71,53.69,52.51,41.89
1777,2015-10-24,netflix,48.95,35.75,31.9,33.0,32.45,34.65000000000001,48.40000000000001,51.33,38.94,50.15,35.4,35.4,40.71,53.69,52.51
1783,2015-10-25,netflix,51.3,48.95,35.75,31.9,33.0,32.45,34.65000000000001,48.40000000000001,51.33,38.94,50.15,35.4,35.4,40.71,53.69
1789,2015-10-26,netflix,37.05,51.3,48.95,35.75,31.9,33.0,32.45,34.65000000000001,48.40000000000001,51.33,38.94,50.15,35.4,35.4,40.71
1795,2015-10-27,netflix,34.2,37.05,51.3,48.95,35.75,31.9,33.0,32.45,34.65000000000001,48.40000000000001,51.33,38.94,50.15,35.4,35.4
1801,2015-10-28,netflix,34.2,34.2,37.05,51.3,48.95,35.75,31.9,33.0,32.45,34.65000000000001,48.40000000000001,51.33,38.94,50.15,35.4
1807,2015-10-29,netflix,34.2,34.2,34.2,37.05,51.3,48.95,35.75,31.9,33.0,32.45,34.65000000000001,48.40000000000001,51.33,38.94,50.15
1813,2015-10-30,netflix,39.9,34.2,34.2,34.2,37.05,51.3,48.95,35.75,31.9,33.0,32.45,34.65000000000001,48.40000000000001,51.33,38.94
1819,2015-10-31,netflix,51.87,39.9,34.2,34.2,34.2,37.05,51.3,48.95,35.75,31.9,33.0,32.45,34.65000000000001,48.40000000000001,51.33
1825,2015-11-01,netflix,56.00000000000001,51.87,39.9,34.2,34.2,34.2,37.05,51.3,48.95,35.75,31.9,33.0,32.45,34.65000000000001,48.40000000000001
1831,2015-11-02,netflix,36.40000000000001,56.00000000000001,51.87,39.9,34.2,34.2,34.2,37.05,51.3,48.95,35.75,31.9,33.0,32.45,34.65000000000001
1837,2015-11-03,netflix,34.72000000000001,36.40000000000001,56.00000000000001,51.87,39.9,34.2,34.2,34.2,37.05,51.3,48.95,35.75,31.9,33.0,32.45
1843,2015-11-04,netflix,34.160000000000004,34.72000000000001,36.40000000000001,56.00000000000001,51.87,39.9,34.2,34.2,34.2,37.05,51.3,48.95,35.75,31.9,33.0
1849,2015-11-05,netflix,34.72000000000001,34.160000000000004,34.72000000000001,36.40000000000001,56.00000000000001,51.87,39.9,34.2,34.2,34.2,37.05,51.3,48.95,35.75,31.9
1855,2015-11-06,netflix,38.08000000000001,34.72000000000001,34.160000000000004,34.72000000000001,36.40000000000001,56.00000000000001,51.87,39.9,34.2,34.2,34.2,37.05,51.3,48.95,35.75
1861,2015-11-07,netflix,51.52,38.08000000000001,34.72000000000001,34.160000000000004,34.72000000000001,36.40000000000001,56.00000000000001,51.87,39.9,34.2,34.2,34.2,37.05,51.3,48.95
1867,2015-11-08,netflix,48.06,51.52,38.08000000000001,34.72000000000001,34.160000000000004,34.72000000000001,36.40000000000001,56.00000000000001,51.87,39.9,34.2,34.2,34.2,37.05,51.3
1873,2015-11-09,netflix,34.56,48.06,51.52,38.08000000000001,34.72000000000001,34.160000000000004,34.72000000000001,36.40000000000001,56.00000000000001,51.87,39.9,34.2,34.2,34.2,37.05
1879,2015-11-10,netflix,33.480000000000004,34.56,48.06,51.52,38.08000000000001,34.72000000000001,34.160000000000004,34.72000000000001,36.40000000000001,56.00000000000001,51.87,39.9,34.2,34.2,34.2
1885,2015-11-11,netflix,38.34,33.480000000000004,34.56,48.06,51.52,38.08000000000001,34.72000000000001,34.160000000000004,34.72000000000001,36.40000000000001,56.00000000000001,51.87,39.9,34.2,34.2
1891,2015-11-12,netflix,32.40000000000001,38.34,33.480000000000004,34.56,48.06,51.52,38.08000000000001,34.72000000000001,34.160000000000004,34.72000000000001,36.40000000000001,56.00000000000001,51.87,39.9,34.2
1897,2015-11-13,netflix,34.56,32.40000000000001,38.34,33.480000000000004,34.56,48.06,51.52,38.08000000000001,34.72000000000001,34.160000000000004,34.72000000000001,36.40000000000001,56.00000000000001,51.87,39.9
1903,2015-11-14,netflix,44.28,34.56,32.40000000000001,38.34,33.480000000000004,34.56,48.06,51.52,38.08000000000001,34.72000000000001,34.160000000000004,34.72000000000001,36.40000000000001,56.00000000000001,51.87
1909,2015-11-15,netflix,45.05,44.28,34.56,32.40000000000001,38.34,33.480000000000004,34.56,48.06,51.52,38.08000000000001,34.72000000000001,34.160000000000004,34.72000000000001,36.40000000000001,56.00000000000001
1915,2015-11-16,netflix,35.51000000000001,45.05,44.28,34.56,32.40000000000001,38.34,33.480000000000004,34.56,48.06,51.52,38.08000000000001,34.72000000000001,34.160000000000004,34.72000000000001,36.40000000000001
1921,2015-11-17,netflix,30.74,35.51000000000001,45.05,44.28,34.56,32.40000000000001,38.34,33.480000000000004,34.56,48.06,51.52,38.08000000000001,34.72000000000001,34.160000000000004,34.72000000000001
1927,2015-11-18,netflix,30.21,30.74,35.51000000000001,45.05,44.28,34.56,32.40000000000001,38.34,33.480000000000004,34.56,48.06,51.52,38.08000000000001,34.72000000000001,34.160000000000004
1933,2015-11-19,netflix,33.39,30.21,30.74,35.51000000000001,45.05,44.28,34.56,32.40000000000001,38.34,33.480000000000004,34.56,48.06,51.52,38.08000000000001,34.72000000000001
1939,2015-11-20,netflix,35.51000000000001,33.39,30.21,30.74,35.51000000000001,45.05,44.28,34.56,32.40000000000001,38.34,33.480000000000004,34.56,48.06,51.52,38.08000000000001
1945,2015-11-21,netflix,48.76000000000001,35.51000000000001,33.39,30.21,30.74,35.51000000000001,45.05,44.28,34.56,32.40000000000001,38.34,33.480000000000004,34.56,48.06,51.52
1951,2015-11-22,netflix,57.95,48.76000000000001,35.51000000000001,33.39,30.21,30.74,35.51000000000001,45.05,44.28,34.56,32.40000000000001,38.34,33.480000000000004,34.56,48.06
1957,2015-11-23,netflix,41.48,57.95,48.76000000000001,35.51000000000001,33.39,30.21,30.74,35.51000000000001,45.05,44.28,34.56,32.40000000000001,38.34,33.480000000000004,34.56
1963,2015-11-24,netflix,42.09,41.48,57.95,48.76000000000001,35.51000000000001,33.39,30.21,30.74,35.51000000000001,45.05,44.28,34.56,32.40000000000001,38.34,33.480000000000004
1969,2015-11-25,netflix,44.53,42.09,41.48,57.95,48.76000000000001,35.51000000000001,33.39,30.21,30.74,35.51000000000001,45.05,44.28,34.56,32.40000000000001,38.34
1975,2015-11-26,netflix,49.41,44.53,42.09,41.48,57.95,48.76000000000001,35.51000000000001,33.39,30.21,30.74,35.51000000000001,45.05,44.28,34.56,32.40000000000001
1981,2015-11-27,netflix,51.24,49.41,44.53,42.09,41.48,57.95,48.76000000000001,35.51000000000001,33.39,30.21,30.74,35.51000000000001,45.05,44.28,34.56
1987,2015-11-28,netflix,57.34,51.24,49.41,44.53,42.09,41.48,57.95,48.76000000000001,35.51000000000001,33.39,30.21,30.74,35.51000000000001,45.05,44.28
1993,2015-11-29,netflix,51.41,57.34,51.24,49.41,44.53,42.09,41.48,57.95,48.76000000000001,35.51000000000001,33.39,30.21,30.74,35.51000000000001,45.05
1999,2015-11-30,netflix,33.39,51.41,57.34,51.24,49.41,44.53,42.09,41.48,57.95,48.76000000000001,35.51000000000001,33.39,30.21,30.74,35.51000000000001
2005,2015-12-01,netflix,29.68,33.39,51.41,57.34,51.24,49.41,44.53,42.09,41.48,57.95,48.76000000000001,35.51000000000001,33.39,30.21,30.74
2011,2015-12-02,netflix,28.62,29.68,33.39,51.41,57.34,51.24,49.41,44.53,42.09,41.48,57.95,48.76000000000001,35.51000000000001,33.39,30.21
2017,2015-12-03,netflix,27.56,28.62,29.68,33.39,51.41,57.34,51.24,49.41,44.53,42.09,41.48,57.95,48.76000000000001,35.51000000000001,33.39
2023,2015-12-04,netflix,29.15,27.56,28.62,29.68,33.39,51.41,57.34,51.24,49.41,44.53,42.09,41.48,57.95,48.76000000000001,35.51000000000001
2029,2015-12-05,netflix,40.28,29.15,27.56,28.62,29.68,33.39,51.41,57.34,51.24,49.41,44.53,42.09,41.48,57.95,48.76000000000001
2035,2015-12-06,netflix,41.87000000000001,40.28,29.15,27.56,28.62,29.68,33.39,51.41,57.34,51.24,49.41,44.53,42.09,41.48,57.95
2041,2015-12-07,netflix,30.21,41.87000000000001,40.28,29.15,27.56,28.62,29.68,33.39,51.41,57.34,51.24,49.41,44.53,42.09,41.48
2047,2015-12-08,netflix,28.62,30.21,41.87000000000001,40.28,29.15,27.56,28.62,29.68,33.39,51.41,57.34,51.24,49.41,44.53,42.09
2053,2015-12-09,netflix,28.62,28.62,30.21,41.87000000000001,40.28,29.15,27.56,28.62,29.68,33.39,51.41,57.34,51.24,49.41,44.53
2059,2015-12-10,netflix,28.09,28.62,28.62,30.21,41.87000000000001,40.28,29.15,27.56,28.62,29.68,33.39,51.41,57.34,51.24,49.41
2065,2015-12-11,netflix,31.270000000000003,28.09,28.62,28.62,30.21,41.87000000000001,40.28,29.15,27.56,28.62,29.68,33.39,51.41,57.34,51.24
2071,2015-12-12,netflix,42.40000000000001,31.270000000000003,28.09,28.62,28.62,30.21,41.87000000000001,40.28,29.15,27.56,28.62,29.68,33.39,51.41,57.34
2077,2015-12-13,netflix,46.17,42.40000000000001,31.270000000000003,28.09,28.62,28.62,30.21,41.87000000000001,40.28,29.15,27.56,28.62,29.68,33.39,51.41
2083,2015-12-14,netflix,32.489999999999995,46.17,42.40000000000001,31.270000000000003,28.09,28.62,28.62,30.21,41.87000000000001,40.28,29.15,27.56,28.62,29.68,33.39
2089,2015-12-15,netflix,31.92,32.489999999999995,46.17,42.40000000000001,31.270000000000003,28.09,28.62,28.62,30.21,41.87000000000001,40.28,29.15,27.56,28.62,29.68
2095,2015-12-16,netflix,32.489999999999995,31.92,32.489999999999995,46.17,42.40000000000001,31.270000000000003,28.09,28.62,28.62,30.21,41.87000000000001,40.28,29.15,27.56,28.62
2101,2015-12-17,netflix,36.48,32.489999999999995,31.92,32.489999999999995,46.17,42.40000000000001,31.270000000000003,28.09,28.62,28.62,30.21,41.87000000000001,40.28,29.15,27.56
2107,2015-12-18,netflix,39.9,36.48,32.489999999999995,31.92,32.489999999999995,46.17,42.40000000000001,31.270000000000003,28.09,28.62,28.62,30.21,41.87000000000001,40.28,29.15
2113,2015-12-19,netflix,46.17,39.9,36.48,32.489999999999995,31.92,32.489999999999995,46.17,42.40000000000001,31.270000000000003,28.09,28.62,28.62,30.21,41.87000000000001,40.28
