,date,name,scaled,scaled_day_1,scaled_day_2,scaled_day_3,scaled_day_4,scaled_day_5,scaled_day_6,scaled_day_7,scaled_day_8,scaled_day_9,scaled_day_10,scaled_day_11,scaled_day_12,scaled_day_13,scaled_day_14
2891,2016-04-26,yelp,53.6,53.6,59.63,64.86,62.78999999999999,54.51,60.03,53.81999999999999,57.96,58.65,65.8,65.8,60.2,60.2,62.3
2897,2016-04-27,yelp,53.6,53.6,53.6,59.63,64.86,62.78999999999999,54.51,60.03,53.81999999999999,57.96,58.65,65.8,65.8,60.2,60.2
2903,2016-04-28,yelp,55.61000000000001,53.6,53.6,53.6,59.63,64.86,62.78999999999999,54.51,60.03,53.81999999999999,57.96,58.65,65.8,65.8,60.2
2909,2016-04-29,yelp,58.290000000000006,55.61000000000001,53.6,53.6,53.6,59.63,64.86,62.78999999999999,54.51,60.03,53.81999999999999,57.96,58.65,65.8,65.8
2915,2016-04-30,yelp,62.98,58.290000000000006,55.61000000000001,53.6,53.6,53.6,59.63,64.86,62.78999999999999,54.51,60.03,53.81999999999999,57.96,58.65,65.8
2921,2016-05-01,yelp,61.2,62.98,58.290000000000006,55.61000000000001,53.6,53.6,53.6,59.63,64.86,62.78999999999999,54.51,60.03,53.81999999999999,57.96,58.65
2927,2016-05-02,yelp,61.2,61.2,62.98,58.290000000000006,55.61000000000001,53.6,53.6,53.6,59.63,64.86,62.78999999999999,54.51,60.03,53.81999999999999,57.96
2933,2016-05-03,yelp,61.92,61.2,61.2,62.98,58.290000000000006,55.61000000000001,53.6,53.6,53.6,59.63,64.86,62.78999999999999,54.51,60.03,53.81999999999999
2939,2016-05-04,yelp,61.92,61.92,61.2,61.2,62.98,58.290000000000006,55.61000000000001,53.6,53.6,53.6,59.63,64.86,62.78999999999999,54.51,60.03
2945,2016-05-05,yelp,64.8,61.92,61.92,61.2,61.2,62.98,58.290000000000006,55.61000000000001,53.6,53.6,53.6,59.63,64.86,62.78999999999999,54.51
2951,2016-05-06,yelp,69.12,64.8,61.92,61.92,61.2,61.2,62.98,58.290000000000006,55.61000000000001,53.6,53.6,53.6,59.63,64.86,62.78999999999999
2957,2016-05-07,yelp,72.0,69.12,64.8,61.92,61.92,61.2,61.2,62.98,58.290000000000006,55.61000000000001,53.6,53.6,53.6,59.63,64.86
2963,2016-05-08,yelp,64.24,72.0,69.12,64.8,61.92,61.92,61.2,61.2,62.98,58.290000000000006,55.61000000000001,53.6,53.6,53.6,59.63
2969,2016-05-09,yelp,62.78,64.24,72.0,69.12,64.8,61.92,61.92,61.2,61.2,62.98,58.290000000000006,55.61000000000001,53.6,53.6,53.6
2975,2016-05-10,yelp,67.89,62.78,64.24,72.0,69.12,64.8,61.92,61.92,61.2,61.2,62.98,58.290000000000006,55.61000000000001,53.6,53.6
2981,2016-05-11,yelp,65.7,67.89,62.78,64.24,72.0,69.12,64.8,61.92,61.92,61.2,61.2,62.98,58.290000000000006,55.61000000000001,53.6
2987,2016-05-12,yelp,64.24,65.7,67.89,62.78,64.24,72.0,69.12,64.8,61.92,61.92,61.2,61.2,62.98,58.290000000000006,55.61000000000001
2993,2016-05-13,yelp,68.62,64.24,65.7,67.89,62.78,64.24,72.0,69.12,64.8,61.92,61.92,61.2,61.2,62.98,58.290000000000006
2999,2016-05-14,yelp,71.53999999999998,68.62,64.24,65.7,67.89,62.78,64.24,72.0,69.12,64.8,61.92,61.92,61.2,61.2,62.98
3005,2016-05-15,yelp,65.52,71.53999999999998,68.62,64.24,65.7,67.89,62.78,64.24,72.0,69.12,64.8,61.92,61.92,61.2,61.2
3011,2016-05-16,yelp,65.52,65.52,71.53999999999998,68.62,64.24,65.7,67.89,62.78,64.24,72.0,69.12,64.8,61.92,61.92,61.2
3017,2016-05-17,yelp,61.92,65.52,65.52,71.53999999999998,68.62,64.24,65.7,67.89,62.78,64.24,72.0,69.12,64.8,61.92,61.92
3023,2016-05-18,yelp,60.48,61.92,65.52,65.52,71.53999999999998,68.62,64.24,65.7,67.89,62.78,64.24,72.0,69.12,64.8,61.92
3029,2016-05-19,yelp,64.08,60.48,61.92,65.52,65.52,71.53999999999998,68.62,64.24,65.7,67.89,62.78,64.24,72.0,69.12,64.8
3035,2016-05-20,yelp,66.96,64.08,60.48,61.92,65.52,65.52,71.53999999999998,68.62,64.24,65.7,67.89,62.78,64.24,72.0,69.12
3041,2016-05-21,yelp,69.12,66.96,64.08,60.48,61.92,65.52,65.52,71.53999999999998,68.62,64.24,65.7,67.89,62.78,64.24,72.0
3047,2016-05-22,yelp,61.2,69.12,66.96,64.08,60.48,61.92,65.52,65.52,71.53999999999998,68.62,64.24,65.7,67.89,62.78,64.24
3053,2016-05-23,yelp,58.32,61.2,69.12,66.96,64.08,60.48,61.92,65.52,65.52,71.53999999999998,68.62,64.24,65.7,67.89,62.78
3059,2016-05-24,yelp,64.08,58.32,61.2,69.12,66.96,64.08,60.48,61.92,65.52,65.52,71.53999999999998,68.62,64.24,65.7,67.89
3065,2016-05-25,yelp,64.8,64.08,58.32,61.2,69.12,66.96,64.08,60.48,61.92,65.52,65.52,71.53999999999998,68.62,64.24,65.7
3071,2016-05-26,yelp,63.36,64.8,64.08,58.32,61.2,69.12,66.96,64.08,60.48,61.92,65.52,65.52,71.53999999999998,68.62,64.24
3077,2016-05-27,yelp,68.39999999999999,63.36,64.8,64.08,58.32,61.2,69.12,66.96,64.08,60.48,61.92,65.52,65.52,71.53999999999998,68.62
3083,2016-05-28,yelp,70.56,68.39999999999999,63.36,64.8,64.08,58.32,61.2,69.12,66.96,64.08,60.48,61.92,65.52,65.52,71.53999999999998
3089,2016-05-29,yelp,72.0,70.56,68.39999999999999,63.36,64.8,64.08,58.32,61.2,69.12,66.96,64.08,60.48,61.92,65.52,65.52
3095,2016-05-30,yelp,63.36,72.0,70.56,68.39999999999999,63.36,64.8,64.08,58.32,61.2,69.12,66.96,64.08,60.48,61.92,65.52
3101,2016-05-31,yelp,61.92,63.36,72.0,70.56,68.39999999999999,63.36,64.8,64.08,58.32,61.2,69.12,66.96,64.08,60.48,61.92
3107,2016-06-01,yelp,61.92,61.92,63.36,72.0,70.56,68.39999999999999,63.36,64.8,64.08,58.32,61.2,69.12,66.96,64.08,60.48
3113,2016-06-02,yelp,62.64,61.92,61.92,63.36,72.0,70.56,68.39999999999999,63.36,64.8,64.08,58.32,61.2,69.12,66.96,64.08
3119,2016-06-03,yelp,66.96,62.64,61.92,61.92,63.36,72.0,70.56,68.39999999999999,63.36,64.8,64.08,58.32,61.2,69.12,66.96
3125,2016-06-04,yelp,69.84,66.96,62.64,61.92,61.92,63.36,72.0,70.56,68.39999999999999,63.36,64.8,64.08,58.32,61.2,69.12
3131,2016-06-05,yelp,66.88,69.84,66.96,62.64,61.92,61.92,63.36,72.0,70.56,68.39999999999999,63.36,64.8,64.08,58.32,61.2
3137,2016-06-06,yelp,67.64,66.88,69.84,66.96,62.64,61.92,61.92,63.36,72.0,70.56,68.39999999999999,63.36,64.8,64.08,58.32
3143,2016-06-07,yelp,68.4,67.64,66.88,69.84,66.96,62.64,61.92,61.92,63.36,72.0,70.56,68.39999999999999,63.36,64.8,64.08
3149,2016-06-08,yelp,70.68,68.4,67.64,66.88,69.84,66.96,62.64,61.92,61.92,63.36,72.0,70.56,68.39999999999999,63.36,64.8
3155,2016-06-09,yelp,70.68,70.68,68.4,67.64,66.88,69.84,66.96,62.64,61.92,61.92,63.36,72.0,70.56,68.39999999999999,63.36
3161,2016-06-10,yelp,72.96000000000002,70.68,70.68,68.4,67.64,66.88,69.84,66.96,62.64,61.92,61.92,63.36,72.0,70.56,68.39999999999999
3167,2016-06-11,yelp,73.72,72.96000000000002,70.68,70.68,68.4,67.64,66.88,69.84,66.96,62.64,61.92,61.92,63.36,72.0,70.56
3173,2016-06-12,yelp,64.38,73.72,72.96000000000002,70.68,70.68,68.4,67.64,66.88,69.84,66.96,62.64,61.92,61.92,63.36,72.0
3179,2016-06-13,yelp,64.38,64.38,73.72,72.96000000000002,70.68,70.68,68.4,67.64,66.88,69.84,66.96,62.64,61.92,61.92,63.36
3185,2016-06-14,yelp,67.34,64.38,64.38,73.72,72.96000000000002,70.68,70.68,68.4,67.64,66.88,69.84,66.96,62.64,61.92,61.92
3191,2016-06-15,yelp,70.3,67.34,64.38,64.38,73.72,72.96000000000002,70.68,70.68,68.4,67.64,66.88,69.84,66.96,62.64,61.92
3197,2016-06-16,yelp,72.52,70.3,67.34,64.38,64.38,73.72,72.96000000000002,70.68,70.68,68.4,67.64,66.88,69.84,66.96,62.64
3203,2016-06-17,yelp,71.03999999999998,72.52,70.3,67.34,64.38,64.38,73.72,72.96000000000002,70.68,70.68,68.4,67.64,66.88,69.84,66.96
3209,2016-06-18,yelp,74.0,71.03999999999998,72.52,70.3,67.34,64.38,64.38,73.72,72.96000000000002,70.68,70.68,68.4,67.64,66.88,69.84
3215,2016-06-19,yelp,67.64,74.0,71.03999999999998,72.52,70.3,67.34,64.38,64.38,73.72,72.96000000000002,70.68,70.68,68.4,67.64,66.88
3221,2016-06-20,yelp,67.64,67.64,74.0,71.03999999999998,72.52,70.3,67.34,64.38,64.38,73.72,72.96000000000002,70.68,70.68,68.4,67.64
3227,2016-06-21,yelp,74.48,67.64,67.64,74.0,71.03999999999998,72.52,70.3,67.34,64.38,64.38,73.72,72.96000000000002,70.68,70.68,68.4
3233,2016-06-22,yelp,70.68,74.48,67.64,67.64,74.0,71.03999999999998,72.52,70.3,67.34,64.38,64.38,73.72,72.96000000000002,70.68,70.68
3239,2016-06-23,yelp,72.2,70.68,74.48,67.64,67.64,74.0,71.03999999999998,72.52,70.3,67.34,64.38,64.38,73.72,72.96000000000002,70.68
3245,2016-06-24,yelp,72.2,72.2,70.68,74.48,67.64,67.64,74.0,71.03999999999998,72.52,70.3,67.34,64.38,64.38,73.72,72.96000000000002
3251,2016-06-25,yelp,72.96000000000002,72.2,72.2,70.68,74.48,67.64,67.64,74.0,71.03999999999998,72.52,70.3,67.34,64.38,64.38,73.72
3257,2016-06-26,yelp,70.84,72.96000000000002,72.2,72.2,70.68,74.48,67.64,67.64,74.0,71.03999999999998,72.52,70.3,67.34,64.38,64.38
3263,2016-06-27,yelp,71.61,70.84,72.96000000000002,72.2,72.2,70.68,74.48,67.64,67.64,74.0,71.03999999999998,72.52,70.3,67.34,64.38
3269,2016-06-28,yelp,76.23,71.61,70.84,72.96000000000002,72.2,72.2,70.68,74.48,67.64,67.64,74.0,71.03999999999998,72.52,70.3,67.34
3275,2016-06-29,yelp,75.46000000000002,76.23,71.61,70.84,72.96000000000002,72.2,72.2,70.68,74.48,67.64,67.64,74.0,71.03999999999998,72.52,70.3
3281,2016-06-30,yelp,73.15,75.46000000000002,76.23,71.61,70.84,72.96000000000002,72.2,72.2,70.68,74.48,67.64,67.64,74.0,71.03999999999998,72.52
3287,2016-07-01,yelp,77.0,73.15,75.46000000000002,76.23,71.61,70.84,72.96000000000002,72.2,72.2,70.68,74.48,67.64,67.64,74.0,71.03999999999998
3293,2016-07-02,yelp,75.46000000000002,77.0,73.15,75.46000000000002,76.23,71.61,70.84,72.96000000000002,72.2,72.2,70.68,74.48,67.64,67.64,74.0
3299,2016-07-03,yelp,68.82,75.46000000000002,77.0,73.15,75.46000000000002,76.23,71.61,70.84,72.96000000000002,72.2,72.2,70.68,74.48,67.64,67.64
3305,2016-07-04,yelp,59.94,68.82,75.46000000000002,77.0,73.15,75.46000000000002,76.23,71.61,70.84,72.96000000000002,72.2,72.2,70.68,74.48,67.64
3311,2016-07-05,yelp,64.38,59.94,68.82,75.46000000000002,77.0,73.15,75.46000000000002,76.23,71.61,70.84,72.96000000000002,72.2,72.2,70.68,74.48
3317,2016-07-06,yelp,65.86,64.38,59.94,68.82,75.46000000000002,77.0,73.15,75.46000000000002,76.23,71.61,70.84,72.96000000000002,72.2,72.2,70.68
3323,2016-07-07,yelp,68.08,65.86,64.38,59.94,68.82,75.46000000000002,77.0,73.15,75.46000000000002,76.23,71.61,70.84,72.96000000000002,72.2,72.2
3329,2016-07-08,yelp,68.82,68.08,65.86,64.38,59.94,68.82,75.46000000000002,77.0,73.15,75.46000000000002,76.23,71.61,70.84,72.96000000000002,72.2
3335,2016-07-09,yelp,69.56,68.82,68.08,65.86,64.38,59.94,68.82,75.46000000000002,77.0,73.15,75.46000000000002,76.23,71.61,70.84,72.96000000000002
3341,2016-07-10,yelp,63.91,69.56,68.82,68.08,65.86,64.38,59.94,68.82,75.46000000000002,77.0,73.15,75.46000000000002,76.23,71.61,70.84
3347,2016-07-11,yelp,67.76,63.91,69.56,68.82,68.08,65.86,64.38,59.94,68.82,75.46000000000002,77.0,73.15,75.46000000000002,76.23,71.61
3353,2016-07-12,yelp,70.84,67.76,63.91,69.56,68.82,68.08,65.86,64.38,59.94,68.82,75.46000000000002,77.0,73.15,75.46000000000002,76.23
3359,2016-07-13,yelp,75.46000000000002,70.84,67.76,63.91,69.56,68.82,68.08,65.86,64.38,59.94,68.82,75.46000000000002,77.0,73.15,75.46000000000002
3365,2016-07-14,yelp,72.38,75.46000000000002,70.84,67.76,63.91,69.56,68.82,68.08,65.86,64.38,59.94,68.82,75.46000000000002,77.0,73.15
3371,2016-07-15,yelp,75.46000000000002,72.38,75.46000000000002,70.84,67.76,63.91,69.56,68.82,68.08,65.86,64.38,59.94,68.82,75.46000000000002,77.0
3377,2016-07-16,yelp,77.0,75.46000000000002,72.38,75.46000000000002,70.84,67.76,63.91,69.56,68.82,68.08,65.86,64.38,59.94,68.82,75.46000000000002
3383,2016-07-17,yelp,70.07000000000001,77.0,75.46000000000002,72.38,75.46000000000002,70.84,67.76,63.91,69.56,68.82,68.08,65.86,64.38,59.94,68.82
3389,2016-07-18,yelp,66.99,70.07000000000001,77.0,75.46000000000002,72.38,75.46000000000002,70.84,67.76,63.91,69.56,68.82,68.08,65.86,64.38,59.94
3395,2016-07-19,yelp,70.84,66.99,70.07000000000001,77.0,75.46000000000002,72.38,75.46000000000002,70.84,67.76,63.91,69.56,68.82,68.08,65.86,64.38
3401,2016-07-20,yelp,66.99,70.84,66.99,70.07000000000001,77.0,75.46000000000002,72.38,75.46000000000002,70.84,67.76,63.91,69.56,68.82,68.08,65.86
3407,2016-07-21,yelp,70.07000000000001,66.99,70.84,66.99,70.07000000000001,77.0,75.46000000000002,72.38,75.46000000000002,70.84,67.76,63.91,69.56,68.82,68.08
3413,2016-07-22,yelp,76.23,70.07000000000001,66.99,70.84,66.99,70.07000000000001,77.0,75.46000000000002,72.38,75.46000000000002,70.84,67.76,63.91,69.56,68.82
3419,2016-07-23,yelp,73.15,76.23,70.07000000000001,66.99,70.84,66.99,70.07000000000001,77.0,75.46000000000002,72.38,75.46000000000002,70.84,67.76,63.91,69.56
3425,2016-07-24,yelp,63.84,73.15,76.23,70.07000000000001,66.99,70.84,66.99,70.07000000000001,77.0,75.46000000000002,72.38,75.46000000000002,70.84,67.76,63.91
3431,2016-07-25,yelp,68.4,63.84,73.15,76.23,70.07000000000001,66.99,70.84,66.99,70.07000000000001,77.0,75.46000000000002,72.38,75.46000000000002,70.84,67.76
3437,2016-07-26,yelp,67.64,68.4,63.84,73.15,76.23,70.07000000000001,66.99,70.84,66.99,70.07000000000001,77.0,75.46000000000002,72.38,75.46000000000002,70.84
3443,2016-07-27,yelp,69.16,67.64,68.4,63.84,73.15,76.23,70.07000000000001,66.99,70.84,66.99,70.07000000000001,77.0,75.46000000000002,72.38,75.46000000000002
3449,2016-07-28,yelp,67.64,69.16,67.64,68.4,63.84,73.15,76.23,70.07000000000001,66.99,70.84,66.99,70.07000000000001,77.0,75.46000000000002,72.38
3455,2016-07-29,yelp,71.44,67.64,69.16,67.64,68.4,63.84,73.15,76.23,70.07000000000001,66.99,70.84,66.99,70.07000000000001,77.0,75.46000000000002
3461,2016-07-30,yelp,76.0,71.44,67.64,69.16,67.64,68.4,63.84,73.15,76.23,70.07000000000001,66.99,70.84,66.99,70.07000000000001,77.0
3467,2016-07-31,yelp,68.08,76.0,71.44,67.64,69.16,67.64,68.4,63.84,73.15,76.23,70.07000000000001,66.99,70.84,66.99,70.07000000000001
3473,2016-08-01,yelp,71.03999999999998,68.08,76.0,71.44,67.64,69.16,67.64,68.4,63.84,73.15,76.23,70.07000000000001,66.99,70.84,66.99
3479,2016-08-02,yelp,70.3,71.03999999999998,68.08,76.0,71.44,67.64,69.16,67.64,68.4,63.84,73.15,76.23,70.07000000000001,66.99,70.84
3485,2016-08-03,yelp,71.78,70.3,71.03999999999998,68.08,76.0,71.44,67.64,69.16,67.64,68.4,63.84,73.15,76.23,70.07000000000001,66.99
3491,2016-08-04,yelp,70.3,71.78,70.3,71.03999999999998,68.08,76.0,71.44,67.64,69.16,67.64,68.4,63.84,73.15,76.23,70.07000000000001
3497,2016-08-05,yelp,70.3,70.3,71.78,70.3,71.03999999999998,68.08,76.0,71.44,67.64,69.16,67.64,68.4,63.84,73.15,76.23
3503,2016-08-06,yelp,67.34,70.3,70.3,71.78,70.3,71.03999999999998,68.08,76.0,71.44,67.64,69.16,67.64,68.4,63.84,73.15
3509,2016-08-07,yelp,62.78,67.34,70.3,70.3,71.78,70.3,71.03999999999998,68.08,76.0,71.44,67.64,69.16,67.64,68.4,63.84
3515,2016-08-08,yelp,65.7,62.78,67.34,70.3,70.3,71.78,70.3,71.03999999999998,68.08,76.0,71.44,67.64,69.16,67.64,68.4
3521,2016-08-09,yelp,67.89,65.7,62.78,67.34,70.3,70.3,71.78,70.3,71.03999999999998,68.08,76.0,71.44,67.64,69.16,67.64
3527,2016-08-10,yelp,66.42999999999999,67.89,65.7,62.78,67.34,70.3,70.3,71.78,70.3,71.03999999999998,68.08,76.0,71.44,67.64,69.16
3533,2016-08-11,yelp,66.42999999999999,66.42999999999999,67.89,65.7,62.78,67.34,70.3,70.3,71.78,70.3,71.03999999999998,68.08,76.0,71.44,67.64
3539,2016-08-12,yelp,73.0,66.42999999999999,66.42999999999999,67.89,65.7,62.78,67.34,70.3,70.3,71.78,70.3,71.03999999999998,68.08,76.0,71.44
3545,2016-08-13,yelp,67.16,73.0,66.42999999999999,66.42999999999999,67.89,65.7,62.78,67.34,70.3,70.3,71.78,70.3,71.03999999999998,68.08,76.0
3551,2016-08-14,yelp,57.8,67.16,73.0,66.42999999999999,66.42999999999999,67.89,65.7,62.78,67.34,70.3,70.3,71.78,70.3,71.03999999999998,68.08
3557,2016-08-15,yelp,57.12000000000001,57.8,67.16,73.0,66.42999999999999,66.42999999999999,67.89,65.7,62.78,67.34,70.3,70.3,71.78,70.3,71.03999999999998
3563,2016-08-16,yelp,60.52,57.12000000000001,57.8,67.16,73.0,66.42999999999999,66.42999999999999,67.89,65.7,62.78,67.34,70.3,70.3,71.78,70.3
3569,2016-08-17,yelp,57.8,60.52,57.12000000000001,57.8,67.16,73.0,66.42999999999999,66.42999999999999,67.89,65.7,62.78,67.34,70.3,70.3,71.78
3575,2016-08-18,yelp,60.52,57.8,60.52,57.12000000000001,57.8,67.16,73.0,66.42999999999999,66.42999999999999,67.89,65.7,62.78,67.34,70.3,70.3
3581,2016-08-19,yelp,60.52,60.52,57.8,60.52,57.12000000000001,57.8,67.16,73.0,66.42999999999999,66.42999999999999,67.89,65.7,62.78,67.34,70.3
3587,2016-08-20,yelp,61.2,60.52,60.52,57.8,60.52,57.12000000000001,57.8,67.16,73.0,66.42999999999999,66.42999999999999,67.89,65.7,62.78,67.34
3593,2016-08-21,yelp,52.8,61.2,60.52,60.52,57.8,60.52,57.12000000000001,57.8,67.16,73.0,66.42999999999999,66.42999999999999,67.89,65.7,62.78
3599,2016-08-22,yelp,58.08000000000001,52.8,61.2,60.52,60.52,57.8,60.52,57.12000000000001,57.8,67.16,73.0,66.42999999999999,66.42999999999999,67.89,65.7
3605,2016-08-23,yelp,58.74,58.08000000000001,52.8,61.2,60.52,60.52,57.8,60.52,57.12000000000001,57.8,67.16,73.0,66.42999999999999,66.42999999999999,67.89
3611,2016-08-24,yelp,54.78,58.74,58.08000000000001,52.8,61.2,60.52,60.52,57.8,60.52,57.12000000000001,57.8,67.16,73.0,66.42999999999999,66.42999999999999
3617,2016-08-25,yelp,58.08000000000001,54.78,58.74,58.08000000000001,52.8,61.2,60.52,60.52,57.8,60.52,57.12000000000001,57.8,67.16,73.0,66.42999999999999
3623,2016-08-26,yelp,56.76000000000001,58.08000000000001,54.78,58.74,58.08000000000001,52.8,61.2,60.52,60.52,57.8,60.52,57.12000000000001,57.8,67.16,73.0
3629,2016-08-27,yelp,62.7,56.76000000000001,58.08000000000001,54.78,58.74,58.08000000000001,52.8,61.2,60.52,60.52,57.8,60.52,57.12000000000001,57.8,67.16
3635,2016-08-28,yelp,58.74,62.7,56.76000000000001,58.08000000000001,54.78,58.74,58.08000000000001,52.8,61.2,60.52,60.52,57.8,60.52,57.12000000000001,57.8
3641,2016-08-29,yelp,54.12000000000001,58.74,62.7,56.76000000000001,58.08000000000001,54.78,58.74,58.08000000000001,52.8,61.2,60.52,60.52,57.8,60.52,57.12000000000001
3647,2016-08-30,yelp,52.8,54.12000000000001,58.74,62.7,56.76000000000001,58.08000000000001,54.78,58.74,58.08000000000001,52.8,61.2,60.52,60.52,57.8,60.52
3653,2016-08-31,yelp,56.76000000000001,52.8,54.12000000000001,58.74,62.7,56.76000000000001,58.08000000000001,54.78,58.74,58.08000000000001,52.8,61.2,60.52,60.52,57.8
3659,2016-09-01,yelp,54.78,56.76000000000001,52.8,54.12000000000001,58.74,62.7,56.76000000000001,58.08000000000001,54.78,58.74,58.08000000000001,52.8,61.2,60.52,60.52
3665,2016-09-02,yelp,58.74,54.78,56.76000000000001,52.8,54.12000000000001,58.74,62.7,56.76000000000001,58.08000000000001,54.78,58.74,58.08000000000001,52.8,61.2,60.52
3671,2016-09-03,yelp,58.74,58.74,54.78,56.76000000000001,52.8,54.12000000000001,58.74,62.7,56.76000000000001,58.08000000000001,54.78,58.74,58.08000000000001,52.8,61.2
3677,2016-09-04,yelp,57.66,58.74,58.74,54.78,56.76000000000001,52.8,54.12000000000001,58.74,62.7,56.76000000000001,58.08000000000001,54.78,58.74,58.08000000000001,52.8
3683,2016-09-05,yelp,46.5,57.66,58.74,58.74,54.78,56.76000000000001,52.8,54.12000000000001,58.74,62.7,56.76000000000001,58.08000000000001,54.78,58.74,58.08000000000001
3689,2016-09-06,yelp,48.36,46.5,57.66,58.74,58.74,54.78,56.76000000000001,52.8,54.12000000000001,58.74,62.7,56.76000000000001,58.08000000000001,54.78,58.74
3695,2016-09-07,yelp,48.98,48.36,46.5,57.66,58.74,58.74,54.78,56.76000000000001,52.8,54.12000000000001,58.74,62.7,56.76000000000001,58.08000000000001,54.78
3701,2016-09-08,yelp,53.32,48.98,48.36,46.5,57.66,58.74,58.74,54.78,56.76000000000001,52.8,54.12000000000001,58.74,62.7,56.76000000000001,58.08000000000001
3707,2016-09-09,yelp,57.04,53.32,48.98,48.36,46.5,57.66,58.74,58.74,54.78,56.76000000000001,52.8,54.12000000000001,58.74,62.7,56.76000000000001
3713,2016-09-10,yelp,52.08,57.04,53.32,48.98,48.36,46.5,57.66,58.74,58.74,54.78,56.76000000000001,52.8,54.12000000000001,58.74,62.7
3719,2016-09-11,yelp,53.12000000000001,52.08,57.04,53.32,48.98,48.36,46.5,57.66,58.74,58.74,54.78,56.76000000000001,52.8,54.12000000000001,58.74
3725,2016-09-12,yelp,48.64,53.12000000000001,52.08,57.04,53.32,48.98,48.36,46.5,57.66,58.74,58.74,54.78,56.76000000000001,52.8,54.12000000000001
3731,2016-09-13,yelp,55.04,48.64,53.12000000000001,52.08,57.04,53.32,48.98,48.36,46.5,57.66,58.74,58.74,54.78,56.76000000000001,52.8
3737,2016-09-14,yelp,53.76,55.04,48.64,53.12000000000001,52.08,57.04,53.32,48.98,48.36,46.5,57.66,58.74,58.74,54.78,56.76000000000001
3743,2016-09-15,yelp,55.04,53.76,55.04,48.64,53.12000000000001,52.08,57.04,53.32,48.98,48.36,46.5,57.66,58.74,58.74,54.78
3749,2016-09-16,yelp,57.6,55.04,53.76,55.04,48.64,53.12000000000001,52.08,57.04,53.32,48.98,48.36,46.5,57.66,58.74,58.74
3755,2016-09-17,yelp,59.52,57.6,55.04,53.76,55.04,48.64,53.12000000000001,52.08,57.04,53.32,48.98,48.36,46.5,57.66,58.74
3761,2016-09-18,yelp,47.74,59.52,57.6,55.04,53.76,55.04,48.64,53.12000000000001,52.08,57.04,53.32,48.98,48.36,46.5,57.66
3767,2016-09-19,yelp,49.6,47.74,59.52,57.6,55.04,53.76,55.04,48.64,53.12000000000001,52.08,57.04,53.32,48.98,48.36,46.5
3773,2016-09-20,yelp,56.42,49.6,47.74,59.52,57.6,55.04,53.76,55.04,48.64,53.12000000000001,52.08,57.04,53.32,48.98,48.36
3779,2016-09-21,yelp,51.46,56.42,49.6,47.74,59.52,57.6,55.04,53.76,55.04,48.64,53.12000000000001,52.08,57.04,53.32,48.98
3785,2016-09-22,yelp,54.56,51.46,56.42,49.6,47.74,59.52,57.6,55.04,53.76,55.04,48.64,53.12000000000001,52.08,57.04,53.32
3791,2016-09-23,yelp,57.66,54.56,51.46,56.42,49.6,47.74,59.52,57.6,55.04,53.76,55.04,48.64,53.12000000000001,52.08,57.04
3797,2016-09-24,yelp,62.0,57.66,54.56,51.46,56.42,49.6,47.74,59.52,57.6,55.04,53.76,55.04,48.64,53.12000000000001,52.08
3803,2016-09-25,yelp,49.77,62.0,57.66,54.56,51.46,56.42,49.6,47.74,59.52,57.6,55.04,53.76,55.04,48.64,53.12000000000001
3809,2016-09-26,yelp,51.66,49.77,62.0,57.66,54.56,51.46,56.42,49.6,47.74,59.52,57.6,55.04,53.76,55.04,48.64
3815,2016-09-27,yelp,48.51,51.66,49.77,62.0,57.66,54.56,51.46,56.42,49.6,47.74,59.52,57.6,55.04,53.76,55.04
3821,2016-09-28,yelp,50.4,48.51,51.66,49.77,62.0,57.66,54.56,51.46,56.42,49.6,47.74,59.52,57.6,55.04,53.76
3827,2016-09-29,yelp,52.92,50.4,48.51,51.66,49.77,62.0,57.66,54.56,51.46,56.42,49.6,47.74,59.52,57.6,55.04
3833,2016-09-30,yelp,59.22,52.92,50.4,48.51,51.66,49.77,62.0,57.66,54.56,51.46,56.42,49.6,47.74,59.52,57.6
3839,2016-10-01,yelp,61.74,59.22,52.92,50.4,48.51,51.66,49.77,62.0,57.66,54.56,51.46,56.42,49.6,47.74,59.52
3845,2016-10-02,yelp,49.41,61.74,59.22,52.92,50.4,48.51,51.66,49.77,62.0,57.66,54.56,51.46,56.42,49.6,47.74
3851,2016-10-03,yelp,46.97,49.41,61.74,59.22,52.92,50.4,48.51,51.66,49.77,62.0,57.66,54.56,51.46,56.42,49.6
3857,2016-10-04,yelp,50.02,46.97,49.41,61.74,59.22,52.92,50.4,48.51,51.66,49.77,62.0,57.66,54.56,51.46,56.42
3863,2016-10-05,yelp,47.58,50.02,46.97,49.41,61.74,59.22,52.92,50.4,48.51,51.66,49.77,62.0,57.66,54.56,51.46
3869,2016-10-06,yelp,50.02,47.58,50.02,46.97,49.41,61.74,59.22,52.92,50.4,48.51,51.66,49.77,62.0,57.66,54.56
3875,2016-10-07,yelp,54.9,50.02,47.58,50.02,46.97,49.41,61.74,59.22,52.92,50.4,48.51,51.66,49.77,62.0,57.66
3881,2016-10-08,yelp,59.78,54.9,50.02,47.58,50.02,46.97,49.41,61.74,59.22,52.92,50.4,48.51,51.66,49.77,62.0
3887,2016-10-09,yelp,54.18,59.78,54.9,50.02,47.58,50.02,46.97,49.41,61.74,59.22,52.92,50.4,48.51,51.66,49.77
